id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response
16001,1960,Graduation,Together,44512.0,1,1,30.08.2013,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0
16002,1982,PhD,Single,38513.0,1,0,28.01.2014,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,3,11,1
16003,1952,Graduation,Married,49413.0,0,1,25.10.2013,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,3,11,0
16004,1992,Basic,Single,7500.0,1,0,03.12.2012,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0
16005,1955,PhD,Married,38725.0,1,1,10.05.2014,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,3,11,0
16006,1975,Master,Married,92163.0,0,0,12.12.2012,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1
16007,1959,Graduation,Married,18690.0,0,0,28.12.2012,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0
16008,1988,Graduation,Single,25008.0,1,0,02.02.2014,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0
16009,1971,2n Cycle,Divorced,49118.0,0,0,18.08.2012,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1
16010,1948,PhD,Widow,82032.0,0,0,05.04.2014,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,3,11,0
16011,1986,Basic,Single,8940.0,1,0,22.08.2012,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0
16012,1959,Master,Widow,33051.0,0,0,16.08.2012,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,3,11,1
16013,1956,PhD,Single,54998.0,0,1,10.03.2013,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,3,11,1
16014,1965,2n Cycle,Together,71488.0,0,0,18.02.2013,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,3,11,0
16015,1980,Graduation,Married,43586.0,0,1,30.08.2012,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,3,11,0
16016,1978,Graduation,Together,42554.0,1,1,12.01.2013,93,29,1,11,0,0,0,2,2,0,3,4,0,0,0,0,0,0,3,11,0
16017,1989,Graduation,Single,9255.0,1,0,20.12.2013,91,9,0,7,2,0,4,1,1,1,2,8,0,0,0,0,0,0,3,11,0
16018,1970,Graduation,Together,40548.0,0,1,10.10.2012,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,3,11,0
16019,1965,Graduation,Married,59594.0,0,1,20.10.2012,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0
16020,1982,Graduation,Together,50272.0,1,0,07.08.2013,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0
16021,1956,PhD,Widow,78028.0,0,1,10.09.2012,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,3,11,1
16022,1984,Graduation,Married,24570.0,1,0,27.02.2013,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,3,11,0
16023,1949,Master,Together,49912.0,0,1,07.09.2012,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,3,11,1
16024,1944,Graduation,Married,80589.0,0,0,22.01.2014,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,3,11,1
16025,1970,Graduation,Single,20587.0,1,0,11.05.2014,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,3,11,0
16026,1987,PhD,Single,42000.0,0,0,10.01.2013,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,1
16027,1971,Master,Divorced,74290.0,0,1,12.08.2013,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,3,11,0
16028,1959,Graduation,Divorced,63033.0,0,0,15.11.2013,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,3,11,0
16029,1974,Graduation,Married,30631.0,1,0,12.07.2013,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0
16030,1966,Graduation,Together,57811.0,0,1,24.06.2013,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0
16031,1982,Master,Married,21059.0,1,0,07.01.2014,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,3,11,0
16032,1972,Graduation,Married,40321.0,1,1,29.07.2013,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0
16033,1986,Master,Married,27161.0,1,0,28.10.2013,41,7,4,23,7,0,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0
16034,1981,2n Cycle,Single,42395.0,1,1,04.04.2014,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,3,11,0
16035,1979,Graduation,Single,61825.0,0,1,07.08.2013,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0
16036,1954,PhD,Single,90933.0,0,0,31.03.2014,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,3,11,0
16037,1960,Graduation,Together,62807.0,0,1,31.08.2012,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0
16038,1967,Graduation,Single,25930.0,1,1,10.10.2013,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0
16039,1979,Basic,Single,15862.0,1,0,27.06.2013,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0
16040,1960,2n Cycle,Together,50523.0,1,1,25.12.2013,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,3,11,0
16041,1976,Graduation,Divorced,46310.0,1,0,03.12.2012,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0
16042,1976,Graduation,Married,24027.0,1,0,09.06.2013,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0
16043,1970,2n Cycle,Divorced,25959.0,1,1,14.02.2013,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,3,11,1
16044,1970,Graduation,Together,40548.0,0,1,10.10.2012,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,3,11,0
16045,1958,2n Cycle,Together,53083.0,1,1,15.05.2013,65,215,7,33,3,0,13,6,5,1,5,7,0,1,0,0,0,0,3,11,0
16046,1969,Master,Married,43641.0,1,1,22.04.2013,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0
16047,1971,2n Cycle,Divorced,49118.0,0,0,18.08.2012,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1
16048,1954,Graduation,Divorced,76773.0,0,0,25.02.2013,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,3,11,0
16049,1951,Graduation,Single,80872.0,0,0,12.05.2014,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,3,11,0
16050,1954,Graduation,Married,62820.0,0,0,11.05.2013,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,3,11,0
16051,1955,Graduation,Married,67225.0,0,1,26.11.2013,4,315,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,3,11,0
16052,1958,Graduation,Divorced,35246.0,1,1,16.04.2014,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,3,11,0
16053,1991,Basic,Single,26868.0,1,0,30.04.2014,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0
16054,1961,Master,Married,80950.0,0,0,28.03.2013,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0
16055,1977,PhD,Married,28973.0,0,0,13.10.2012,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,3,11,0
16056,1966,Graduation,Single,33279.0,0,0,12.06.2014,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,3,11,0
16057,1989,PhD,Together,77845.0,0,0,16.05.2014,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0
16058,1962,PhD,Together,31497.0,0,1,06.12.2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0
16059,1976,Graduation,Single,47025.0,0,1,07.11.2013,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,3,11,0
16060,1966,2n Cycle,Single,89572.0,0,0,15.09.2012,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1
16061,1947,PhD,Together,73059.0,0,1,31.08.2013,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0
16062,1978,Graduation,Together,22775.0,1,0,19.06.2013,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0
16063,1974,Master,Married,82584.0,0,0,04.06.2013,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,3,11,1
16064,1967,Graduation,Divorced,76982.0,0,0,15.02.2014,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1
16065,1985,Graduation,Single,29760.0,1,0,29.08.2012,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0
16066,1976,2n Cycle,Together,25176.0,1,1,10.08.2013,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0
16067,1961,Graduation,Single,45938.0,0,0,03.11.2013,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0
16068,1993,Graduation,Single,74293.0,0,0,04.05.2014,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,3,11,0
16069,1948,PhD,Married,83837.0,0,0,16.12.2012,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,3,11,1
16070,1972,Master,Single,49494.0,1,0,25.04.2013,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,3,11,0
16071,1974,PhD,Married,34596.0,1,0,13.04.2013,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,1
16072,1983,Master,Married,36262.0,0,0,20.09.2013,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1
16073,1952,Graduation,Married,35704.0,1,1,03.01.2014,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,3,11,0
16074,1985,Graduation,Single,72903.0,0,0,29.10.2013,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1
16075,1963,Graduation,Divorced,45146.0,1,1,15.07.2013,28,33,0,5,0,0,15,2,1,1,2,4,0,0,0,0,0,0,3,11,0
16076,1977,Graduation,Single,23763.0,1,0,07.08.2012,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,3,11,0
16077,1969,Graduation,Married,75759.0,0,0,25.10.2013,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,3,11,1
16078,1972,Graduation,Together,84906.0,0,0,04.10.2013,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0
16079,1979,Graduation,Married,27244.0,1,0,07.03.2014,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,3,11,0
16080,1968,Graduation,Together,35322.0,1,2,22.08.2012,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0
16081,1960,Master,Married,30522.0,0,1,17.08.2012,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0
16082,1950,PhD,Together,50616.0,0,1,13.04.2014,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0
16083,1978,2n Cycle,Married,25804.0,1,0,01.09.2013,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,3,11,0
16084,1987,Master,Single,41020.0,0,0,28.10.2013,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,3,11,0
16085,1962,Master,Single,59247.0,0,2,08.11.2013,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0
16086,1968,Graduation,Together,58554.0,1,1,26.09.2012,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,3,11,0
16087,1962,Master,Single,59247.0,0,2,08.11.2013,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0
16088,1965,PhD,Divorced,36921.0,1,1,28.07.2013,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0
16089,1971,Graduation,Together,38232.0,1,1,17.01.2014,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,3,11,0
16090,1973,2n Cycle,Married,46094.0,1,1,10.06.2014,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0
16091,1978,Graduation,Married,66373.0,1,1,12.06.2013,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0
16092,1952,Graduation,Together,75278.0,0,0,29.01.2013,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,3,11,0
16093,1979,Basic,Together,23724.0,1,0,08.01.2013,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0
16094,1983,PhD,Divorced,90687.0,0,0,22.05.2013,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1
16095,1974,Graduation,Married,34421.0,1,0,01.07.2013,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0
16096,1961,Master,Together,74881.0,1,1,08.03.2013,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,3,11,0
16097,1953,Graduation,Married,47703.0,0,1,29.05.2013,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,3,11,0
16098,1968,PhD,Divorced,50616.0,0,1,18.04.2014,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,3,11,0
16099,1974,Graduation,Together,56715.0,0,0,05.12.2012,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0
16100,1986,Basic,Married,20425.0,1,0,29.10.2012,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0
16101,1987,Graduation,Married,7500.0,0,0,09.01.2013,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,3,11,0
16102,1963,Graduation,Single,34377.0,0,1,19.01.2013,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0
16103,1951,Graduation,Widow,70792.0,0,0,06.02.2013,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,3,11,0
16104,1988,Graduation,Single,68655.0,0,0,10.08.2012,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,3,11,0
16105,1970,PhD,Together,65968.0,0,1,12.05.2014,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,3,11,0
16106,1984,Graduation,Single,36108.0,1,0,15.10.2013,68,141,8,129,3,11,47,3,7,1,4,9,1,0,0,0,0,0,3,11,0
16107,1983,Graduation,Single,39062.0,1,0,25.03.2014,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,3,11,0
16108,1965,2n Cycle,Married,70924.0,0,0,07.04.2014,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0
16109,1959,Graduation,Married,18690.0,0,0,28.12.2012,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0
16110,1960,Master,Married,89058.0,0,0,07.12.2012,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,3,11,0
16111,1978,Graduation,Divorced,55563.0,0,1,05.04.2014,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0
16112,1983,Master,Married,36262.0,0,0,20.09.2013,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1
16113,1971,Graduation,Together,69930.0,0,0,26.05.2013,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,3,11,0
16114,1972,PhD,Together,,1,0,02.03.2014,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0
16115,1966,Master,Single,43456.0,0,1,26.03.2013,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,3,11,0
16116,1972,Graduation,Single,31907.0,0,0,04.03.2013,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,3,11,0
16117,1980,Graduation,Married,77353.0,0,1,16.12.2013,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0
16118,1978,2n Cycle,Together,63855.0,0,0,09.02.2013,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,3,11,0
16119,1975,Master,Single,31160.0,1,0,16.09.2013,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,3,11,0
16120,1979,Graduation,Single,57537.0,1,0,10.06.2013,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,3,11,0
16121,1979,Graduation,Single,47691.0,0,1,05.07.2013,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0
16122,1951,Graduation,Divorced,43185.0,0,1,10.04.2013,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0
16123,1957,PhD,Divorced,54237.0,0,1,27.04.2013,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,3,11,0
16124,1985,2n Cycle,Single,33812.0,1,0,03.11.2012,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,3,11,0
16125,1959,Graduation,Married,42243.0,1,1,11.12.2013,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0
16126,1982,Graduation,Single,,1,0,17.06.2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0
16127,1971,Graduation,Together,71819.0,0,1,28.08.2013,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,3,11,0
16128,1993,Graduation,Single,70515.0,0,0,21.10.2013,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,3,11,1
16129,1974,PhD,Together,79632.0,0,0,08.04.2014,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,3,11,0
16130,1983,2n Cycle,Married,32146.0,1,0,12.05.2014,16,26,3,23,4,7,3,2,2,0,4,6,0,0,0,0,0,0,3,11,0
16131,1956,Graduation,Single,60230.0,0,1,20.05.2013,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,3,11,0
16132,1970,Graduation,Divorced,44267.0,1,1,25.02.2013,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0
16133,1977,PhD,Married,69389.0,0,1,28.09.2012,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,3,11,0
16134,1984,Master,Married,42207.0,1,0,01.04.2013,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1
16135,1963,Master,Divorced,49476.0,0,1,20.06.2013,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,3,11,0
16136,1979,Graduation,Single,60152.0,0,1,28.03.2013,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0
16137,1959,Graduation,Together,71367.0,0,0,23.08.2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0
16138,1986,PhD,Married,82333.0,0,0,30.03.2013,60,1311,0,359,46,89,17,1,4,3,10,2,0,0,1,0,0,0,3,11,1
16139,1969,PhD,Married,68462.0,0,0,12.12.2012,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,3,11,0
16140,1957,Graduation,Together,47320.0,0,1,01.08.2013,10,200,19,111,50,15,19,6,5,1,8,6,0,0,0,0,0,0,3,11,0
16141,1952,Graduation,Married,28332.0,0,0,30.04.2014,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,3,11,0
16142,1968,PhD,Married,38443.0,1,1,27.01.2014,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0
16143,1971,Master,Married,35178.0,1,0,10.01.2013,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1
16144,1969,Graduation,Single,18589.0,0,0,02.01.2013,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,3,11,0
16145,1979,Basic,Together,24594.0,1,0,10.12.2013,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,3,11,0
16146,1990,Graduation,Married,18929.0,0,0,16.02.2013,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0
16147,1958,Graduation,Married,51876.0,0,0,15.10.2013,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,3,11,0
16148,1973,PhD,Single,54466.0,1,1,09.02.2014,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,3,11,0
16149,1956,Master,Together,14661.0,0,0,01.01.2013,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0
16150,1978,PhD,Single,31626.0,1,0,10.05.2013,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,3,11,1
16151,1951,Graduation,Divorced,22263.0,1,1,30.03.2014,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,1,3,11,0
16152,1952,Graduation,Single,53700.0,0,1,17.08.2012,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,3,11,0
16153,1973,Basic,Together,27190.0,1,0,15.08.2013,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,3,11,1
16154,1970,Graduation,Married,28164.0,1,0,04.05.2013,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0
16155,1955,Master,Together,82384.0,0,0,19.11.2012,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,3,11,1
16156,1982,Graduation,Together,19444.0,1,0,22.02.2014,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,0,3,11,1
16157,1982,Graduation,Married,69109.0,0,0,09.11.2012,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1
16158,1974,Graduation,Divorced,102692.0,0,0,05.04.2013,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,3,11,1
16159,1963,PhD,Married,4023.0,1,1,23.06.2014,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,3,11,0
16160,1976,Graduation,Married,39356.0,1,1,19.03.2014,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0
16161,1986,PhD,Single,29999.0,1,0,13.02.2013,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,3,11,0
16162,1981,Graduation,Single,91065.0,0,0,22.02.2013,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,1
16163,1979,Graduation,Together,75507.0,0,0,02.05.2014,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0
16164,1968,Master,Together,34053.0,0,1,10.09.2012,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,3,11,0
16165,1953,Graduation,Together,41452.0,1,1,06.03.2013,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
16166,1975,Master,Single,46098.0,1,1,18.08.2012,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,3,11,1
16167,1965,PhD,Together,65220.0,0,0,03.09.2012,3,890,63,292,0,25,12,4,8,4,7,6,0,0,0,0,0,0,3,11,1
16168,1963,Graduation,Together,56253.0,0,1,07.12.2012,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0
16169,1976,Graduation,Married,24027.0,1,0,09.06.2013,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0
16170,1973,PhD,Divorced,35860.0,1,1,19.05.2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0
16171,1977,Graduation,Single,56628.0,0,1,21.03.2014,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,3,11,0
16172,1975,Graduation,Married,76068.0,0,1,29.11.2012,67,1115,12,128,33,12,76,1,2,3,4,6,0,1,0,0,1,0,3,11,0
16173,1989,Graduation,Single,81217.0,0,0,19.07.2013,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0
16174,1973,PhD,Divorced,35860.0,1,1,19.05.2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0
16175,1976,Graduation,Married,65665.0,0,1,02.12.2013,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0
16176,1983,Master,Married,35876.0,0,0,20.04.2014,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,3,11,0
16177,1987,Graduation,Married,17323.0,0,0,10.10.2012,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,3,11,0
16178,1971,2n Cycle,Together,26850.0,1,1,18.04.2014,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0
16179,1979,2n Cycle,Divorced,13533.0,1,0,10.03.2013,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0
16180,1985,Master,Married,20559.0,1,0,12.03.2013,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,3,11,0
16181,1960,Master,Together,83151.0,0,0,10.10.2012,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0
16182,1950,PhD,Together,5648.0,1,1,13.03.2014,68,28,0,6,1,1,13,1,1,0,0,20,1,0,0,0,0,0,3,11,0
16183,1949,Master,Married,62845.0,1,1,01.10.2012,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,0
16184,1973,Graduation,Married,52845.0,1,0,13.08.2013,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,3,11,0
16185,1948,PhD,Married,45579.0,0,1,20.08.2013,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0
16186,1956,Master,Together,58656.0,0,1,20.09.2012,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,3,11,0
16187,1964,Graduation,Together,63404.0,0,2,06.06.2014,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,3,11,0
16188,1981,PhD,Single,,1,0,31.05.2013,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,3,11,0
16189,1949,Graduation,Widow,70165.0,0,0,22.09.2013,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0
16190,1977,Master,Married,22701.0,1,0,05.09.2013,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0
16191,1972,PhD,Together,62220.0,0,1,11.08.2012,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,3,11,1
16192,1962,2n Cycle,Divorced,81975.0,0,1,05.01.2013,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,3,11,0
